v1,message
smishing,"your electric company ALERT: Disconnection scheduled before end of business today unless $8,320.75 is paid immediately. Avoid shutoff: bit.ly/ClaimHere7"
smishing,This is IRS Tax Division. You owe $589.99 in back taxes. Case CASE-263032 will be forwarded to law enforcement by tomorrow 9AM unless payment is confirmed. Reply YES or call (659) 830-1086.
smishing,"David, your tax record (case CASE-770487) indicates a discrepancy of $1,000.00. This is your final notice before legal action is taken within 30 minutes."
smishing,Immigration Alert: Case CASE-872246 flagged for review. Contact (903) 440-1474 by tomorrow 9AM or face detainment.
smishing,"URGENT: your gas provider will cut off service to your address before end of business today. Outstanding balance $8,320.75 must be settled now: bit.ly/PayNow-x1"
smishing,Your employment status is under review due to case CASE-356787. Termination proceedings begin by tomorrow 9AM unless you respond: shorturl.at/ClaimHere7
smishing,FINAL NOTICE: Your account with your credit union shows an outstanding balance of $746.32. Legal action will begin within 3 hours. Case ref CASE-850800. Call (204) 771-4860.
smishing,"IRS ALERT: Suit has been filed against you in District Court for tax evasion, amount $450.00. Contact (460) 245-8144 within 30 minutes to prevent asset seizure."
smishing,"ALERT: County Sheriff's Office has an active warrant CASE-671412 for your arrest regarding unpaid fines of $5,600.00. Avoid arrest by calling (509) 893-9530 immediately."
smishing,"I know your password and have access to your camera. Pay $1,247.50 within 3 hours or the recording gets shared publicly. Payment link: tinyurl.com/SecureLink3"
smishing,US Marshals: We have detained an individual using your SSN. Case CASE-731262 requires your statement within 30 minutes. Failure to respond results in immediate arrest.
smishing,This is a legal notice from Federal Marshal's Office. Case CASE-127824 against you proceeds to court within 2 hours unless you respond. Reference: tinyurl.com/Verify-Now22
smishing,your water utility ALERT: Disconnection scheduled before end of business today unless $92.50 is paid immediately. Avoid shutoff: bit.ly/CaseUpdt9
smishing,USCIS NOTICE: Discrepancy found in your immigration file (case CASE-770487). Deportation proceedings begin by tomorrow 9AM unless you respond: bit.ly/CaseUpdt9
smishing,"ALERT: Federal Marshal's Office has an active warrant CASE-476417 for your arrest regarding unpaid fines of $1,247!50! Avoid arrest by calling (652) 838-3389 by tomorrow 9AM!"
smishing,"Debt Recovery Notice: $1,247.50 owed, case CASE-900581. A summons will be filed with Municipal Court before end of business today unless resolved. Contact (777) 466-2006 now."
smishing,"Treasury Dept NOTICE: Your case CASE-865179 shows unpaid taxes of $2,100!00! Failure to respond by 5PM today will result in a legal warrant for your arrest! Call (596) 782-7895 now!"
smishing,Your vehicle was involved in an incident under investigation (case CASE-329258). FBI Cyber Division requires you contact (530) 339-3580 immediately or face legal charges.
smishing,"JOSEPH, YOUR TAX RECORD (CASE CASE-809570) INDICATES A DISCREPANCY OF $1,000.00. THIS IS YOUR FINAL NOTICE BEFORE LEGAL ACTION IS TAKEN WITHIN 3 HOURS."
smishing,"URGENT from IRS Tax Division: An arrest warrant has been issued under case number CASE-106814 due to tax fraud of $2,100.00. Resolve before end of business today to avoid prosecution: urlz.fr/CaseUpdt9"
smishing,"NOTICE OF INTENT TO SUE: $3,982.00 past due, case CASE-671412. Respond immediately or a judgment will be filed against you at County Court."
smishing,"This is IRS. You owe $3,982.00 in back taxes. Case CASE-126225 will be forwarded to law enforcement by tomorrow 9AM unless payment is confirmed. Reply YES or call (216) 327-3588."
smishing,"Debt Recovery Notice: $12,450.00 owed, case CASE-944962. A summons will be filed with County Court by tomorrow 9AM unless resolved. Contact (536) 216-3190 now."
smishing,US Marshals: We have detained an individual using your SSN. Case CASE-131244 requires your statement by 5PM today. Failure to respond results in immediate arrest.
smishing,"FINAL NOTICE: YOUR ACCOUNT WITH CITIBANK SHOWS AN OUTSTANDING BALANCE OF $12,450.00. LEGAL ACTION WILL BEGIN BY 5PM TODAY. CASE REF CASE-832052. CALL (721) 462-6822."
smishing,HR NOTICE: Disciplinary action pending on your file (case CASE-106814) unless you verify employment details by tomorrow 9AM: bit.ly/a8Xk2p
smishing,USCIS NOTICE: Discrepancy found in your immigration file (case CASE-542417). Deportation proceedings begin before end of business today unless you respond: shorturl.at/ClaimHere7
smishing,Your loan is severely delinquent ($746.32). Chase legal dept will pursue court action by tomorrow 9AM. Reply to avoid credit seizure: bit.ly/Verify-Now22
smishing,"URGENT from IRS: An arrest warrant has been issued under case number CASE-329258 due to tax fraud of $2,100.00. Resolve within 2 hours to avoid prosecution: bit.ly/CaseUpdt9"
smishing,"NOTICE OF INTENT TO SUE: $450.00 past due, case CASE-835392. Respond within 3 hours or a judgment will be filed against you at District Court."
smishing,FINAL NOTICE from your water utility: Your service will be disconnected within 3 hours due to unpaid balance of $92.50. Pay now: bit.ly/a8Xk2p
smishing,US Marshals: We have detained an individual using your SSN. Case CASE-629903 requires your statement within 2 hours. Failure to respond results in immediate arrest.
smishing,State Police: We have detained an individual using your SSN. Case CASE-329258 requires your statement by 5PM today. Failure to respond results in immediate arrest.
smishing,Your employment status is under review due to case CASE-835392. Termination proceedings begin by tomorrow 9AM unless you respond: bit.ly/Verify-Now22
smishing,US Marshals: We have detained an individual using your SSN. Case CASE-809570 requires your statement by tomorrow 9AM. Failure to respond results in immediate arrest.
smishing,Your loan is severely delinquent ($746.32). Chase legal dept will pursue court action within 24 hours. Reply to avoid credit seizure: shorturl.at/SecureLink3
smishing,"Sarah, this is your last warning before District Court proceedings begin over unpaid debt of $199.00. Settle before end of business today to avoid wage garnishment: shorturl.at/CaseUpdt9"
smishing,"IRS ALERT: Suit has been filed against you in County Court for tax evasion, amount $5,600.00. Contact (570) 424-3266 immediately to prevent asset seizure."
smishing,Your loan is severely delinquent ($199.00). Chase legal dept will pursue court action within 3 hours. Reply to avoid credit seizure: shorturl.at/PayNow-x1
smishing,URGENT from Federal Tax Bureau: An arrest warrant has been issued under case number CASE-456778 due to tax fraud of $450.00. Resolve within 24 hours to avoid prosecution: bit.ly/SecureLink3
smishing,Your loan is severely delinquent ($450.00). your credit union legal dept will pursue court action before end of business today. Reply to avoid credit seizure: tinyurl.com/PayNow-x1
smishing,local Police Dept: We have detained an individual using your SSN. Case CASE-106814 requires your statement within 24 hours. Failure to respond results in immediate arrest.
smishing,Your SSN has been suspended due to suspicious tax activity linked to case CASE-733052. Verify identity by tomorrow 9AM or face legal consequences: bit.ly/ClaimHere7
smishing,URGENT from Treasury Dept: An arrest warrant has been issued under case number CASE-356787 due to tax fraud of $746.32. Resolve within 24 hours to avoid prosecution: shorturl.at/PayNow-x1
smishing,Your SSN has been suspended due to suspicious tax activity linked to case CASE-388389. Verify identity within 30 minutes or face legal consequences: bit.ly/ClaimHere7
smishing,Your SSN has been suspended due to suspicious tax activity linked to case CASE-126225. Verify identity within 30 minutes or face legal consequences: shorturl.at/CaseUpdt9
smishing,Your employment status is under review due to case CASE-850800. Termination proceedings begin within 2 hours unless you respond: urlz.fr/CaseUpdt9
smishing,local Police Dept: We have detained an individual using your SSN. Case CASE-197251 requires your statement by 5PM today. Failure to respond results in immediate arrest.
smishing,This is a legal notice from FBI Cyber Division. Case CASE-391369 against you proceeds to court immediately unless you respond. Reference: urlz.fr/Verify-Now22
smishing,"Your device was hacked and we recorded you. Send $2,100.00 by tomorrow 9AM or the footage goes to everyone on your contact list. Details: urlz.fr/ClaimHere7"
smishing,"IRS ALERT: Suit has been filed against you in Municipal Court for tax evasion, amount $3,982.00. Contact (846) 900-5708 within 30 minutes to prevent asset seizure."
smishing,"This is not a joke. We have private footage of you. $1,000.00 required immediately to prevent release to your friends and family: tinyurl.com/a8Xk2p"
smishing,Your SSN has been suspended due to suspicious tax activity linked to case CASE-388389. Verify identity within 24 hours or face legal consequences: shorturl.at/Verify-Now22
smishing,"I know your password and have access to your camera. Pay $2,100.00 immediately or the recording gets shared publicly. Payment link: tinyurl.com/a8Xk2p"
smishing,Your loan is severely delinquent ($199.00). your bank legal dept will pursue court action within 24 hours. Reply to avoid credit seizure: urlz.fr/SecureLink3
smishing,FINAL NOTICE: Your account with your bank shows an outstanding balance of $746.32. Legal action will begin by 5PM today. Case ref CASE-542417. Call (989) 608-2461.
smishing,HR NOTICE: Disciplinary action pending on your file (case CASE-456778) unless you verify employment details within 3 hours: urlz.fr/Verify-Now22
smishing,IMMIGRATION ALERT: CASE CASE-900581 FLAGGED FOR REVIEW. CONTACT (973) 739-2679 WITHIN 30 MINUTES OR FACE DETAINMENT.
smishing,"Your device was hacked and we recorded you. Send $5,600.00 within 24 hours or the footage goes to everyone on your contact list. Details: bit.ly/Verify-Now22"
smishing,"This is not a joke. We have private footage of you. $2,100.00 required before end of business today to prevent release to your friends and family: shorturl.at/a8Xk2p"
smishing,"Jennifer, this is your last warning before Superior Court proceedings begin over unpaid debt of $1,247.50. Settle immediately to avoid wage garnishment: shorturl.at/CaseUpdt9"
smishing,This is not a joke. We have private footage of you. $199.00 required immediately to prevent release to your friends and family: tinyurl.com/a8Xk2p
smishing,This is a legal notice from FBI Cyber Division. Case CASE-391369 against you proceeds to court within 3 hours unless you respond. Reference: shorturl.at/CaseUpdt9
smishing,USCIS NOTICE: Discrepancy found in your immigration file (case CASE-719176). Deportation proceedings begin before end of business today unless you respond: urlz.fr/CaseUpdt9
smishing,"Your loan is severely delinquent ($3,982!00)! your credit union legal dept will pursue court action by 5PM today! Reply to avoid credit seizure: bit!ly/Verify-Now22"
smishing,"This is not a joke. We have private footage of you. $8,320.75 required within 24 hours to prevent release to your friends and family: urlz.fr/a8Xk2p"
smishing,This is a legal notice from FBI Cyber Division! Case CASE-325772 against you proceeds to court before end of business today unless you respond! Reference: bit!ly/ClaimHere7
smishing,"Debt Recovery Notice: $1,000.00 owed, case CASE-671858. A summons will be filed with District Court within 24 hours unless resolved. Contact (668) 289-2313 now."
smishing,I know your password and have access to your camera. Pay $450.00 immediately or the recording gets shared publicly. Payment link: tinyurl.com/PayNow-x1
smishing,"Maria, this is your last warning before District Court proceedings begin over unpaid debt of $450.00. Settle within 30 minutes to avoid wage garnishment: tinyurl.com/ClaimHere7"
smishing,Your assets are subject to seizure under case CASE-201414 unless resolved within 24 hours. Call (450) 673-2144 immediatly.
smishing,"ALERT: STATE POLICE HAS AN ACTIVE WARRANT CASE-308496 FOR YOUR ARREST REGARDING UNPAID FINES OF $5,600.00. AVOID ARREST BY CALLING (200) 943-1567 BEFORE END OF BUSINESS TODAY."
smishing,"Jennifer, your tax record (case CASE-988662) indicates a discrepancy of $8,320.75. This is your final notice before legal action is taken by 5PM today."
smishing,URGENT from IRS: An arrest warrant has been issued under case number CASE-872246 due to tax fraud of $746.32. Resolve within 3 hours to avoid prosecution: shorturl.at/PayNow-x1
smishing,ALERT: County Sheriff's Office has an active warrant CASE-452944 for your arrest regarding unpaid fines of $92.50. Avoid arrest by calling (464) 942-3999 within 3 hours.
smishing,"Richard, this is your last warning before County Court proceedings begin over unpaid debt of $5,600.00. Settle within 3 hours to avoid wage garnishment: urlz.fr/PayNow-x1"
smishing,HR NOTICE: Disciplinary action pending on your file (case CASE-809570) unless you verify employment details by 5PM today: shorturl.at/ClaimHere7
smishing,"ALERT: US Marshals has an active warrant CASE-126225 for your arrest regarding unpaid fines of $3,982.00. Avoid arrest by calling (714) 784-9467 by 5PM today."
smishing,We have compromising video from your device camera! Pay $92!50 in crypto within 30 minutes to bit!ly/SecureLink3 or we send it to all your contacts!
smishing,Your SSN has been suspended due to suspicious tax activity linked to case CASE-876646. Verify identity by tomorrow 9AM or face legal consequences: shorturl.at/SecureLink3
smishing,"THIS IS IRS TAX DIVISION. YOU OWE $12,450.00 IN BACK TAXES. CASE CASE-343962 WILL BE FORWARDED TO LAW ENFORCEMENT BY TOMORROW 9AM UNLESS PAYMENT IS CONFIRMED. REPLY YES OR CALL (534) 545-7211."
smishing,This is Officer James #9785 from FBI Cyber Division. Your identity has been used in a crime linked to case CASE-133326. Call (307) 275-6600 by 5PM today or a warrant will be issued.
smishing,"NOTICE OF INTENT TO SUE: $199!00 past due, case CASE-131244! Respond within 3 hours or a judgment will be filed against you at District Court!"
smishing,This is a legal notice from FBI Cyber Division. Case CASE-343962 against you proceeds to court within 24 hours unless you respond. Reference: bit.ly/a8Xk2p
smishing,"This is not a joke. We have private footage of you. $8,320.75 required by 5PM today to prevent release to your friends and family: shorturl.at/a8Xk2p"
smishing,Your employment status is under review due to case CASE-895667. Termination proceedings begin immediately unless you respond: urlz.fr/PayNow-x1
smishing,"URGENT: the power company will cut off service to your address immediately. Outstanding balance $2,100.00 must be settled now: tinyurl.com/PayNow-x1"
smishing,HR NOTICE: Disciplinary action pending on your file (case CASE-671412) unless you verify employment details within 2 hours: tinyurl.com/Verify-Now22
smishing,"Debt Recovery Notice: $199.00 owed, case CASE-197251. A summons will be filed with District Court within 3 hours unless resolved. Contact (651) 887-2927 now."
smishing,Your employment status is under review due to case CASE-145561. Termination proceedings begin before end of business today unless you respond: bit.ly/ClaimHere7
smishing,"I know your password and have access to your camera. Pay $1,247.50 within 2 hours or the recording gets shared publicly. Payment link: tinyurl.com/Verify-Now22"
smishing,"Debt Recovery Notice: $8,320.75 owed, case CASE-476417. A summons will be filed with Municipal Court within 2 hours unless resolved. Contact (509) 799-5979 now."
smishing,Your employment status is under review due to case CASE-246316. Termination proceedings begin within 30 minutes unless you respond: shorturl.at/CaseUpdt9
smishing,THIS IS A LEGAL NOTICE FROM COUNTY SHERIFF'S OFFICE. CASE CASE-145561 AGAINST YOU PROCEEDS TO COURT WITHIN 30 MINUTES UNLESS YOU RESPOND. REFERENCE: TINYURL.COM/CASEUPDT9
smishing,"Your device was hacked and we recorded you. Send $8,320.75 before end of business today or the footage goes to everyone on your contact list. Details: bit.ly/PayNow-x1"
smishing,USCIS NOTICE: Discrepancy found in your immigration file (case CASE-377370). Deportation proceedings begin before end of business today unless you respond: urlz.fr/PayNow-x1
smishing,"Your account with your water utility is past due ($2,100.00). Service termination within 30 minutes. Prevent shutoff by calling (241) 200-1854."
smishing,"Treasury Dept NOTICE: Your case CASE-343962 shows unpaid taxes of $1,000.00. Failure to respond immediately will result in a legal warrant for your arrest. Call (379) 405-3165 now."
smishing,"Your account with your gas provider is past due ($1,247.50). Service termination by tomorrow 9AM. Prevent shutoff by calling (927) 541-9484."
smishing,"This is not a joke. We have private footage of you. $1,000.00 required within 24 hours to prevent release to your friends and family: bit.ly/Verify-Now22"
smishing,Your employment status is under review due to case CASE-452944. Termination proceedings begin within 24 hours unless you respond: bit.ly/CaseUpdt9
smishing,Your device was hacked and we recorded you. Send $450.00 within 2 hours or the footage goes to everyone on your contact list. Details: bit.ly/CaseUpdt9
smishing,This is State Police. Your visa status is under review due to case CASE-731262. Failure to verify by 5PM today results in immediate deportation order.
smishing,"IRS Tax Division NOTICE: Your case CASE-733052 shows unpaid taxes of $3,982.00. Failure to respond within 30 minutes will result in a legal warrant for your arrest. Call (414) 955-6744 now."
smishing,"ALERT: US MARSHALS HAS AN ACTIVE WARRANT CASE-267414 FOR YOUR ARREST REGARDING UNPAID FINES OF $3,982.00. AVOID ARREST BY CALLING (877) 508-9037 WITHIN 3 HOURS."
smishing,"Your device was hacked and we recorded you. Send $1,000.00 before end of business today or the footage goes to everyone on your contact list. Details: bit.ly/CaseUpdt9"
smishing,HR NOTICE: Disciplinary action pending on your file (case CASE-126225) unless you verify employment details immediately: tinyurl.com/ClaimHere7
smishing,Your account with your water utility is past due ($92.50). Service termination within 24 hours. Prevent shutoff by calling (683) 820-3955.
smishing,"FINAL NOTICE from the power company: Your service will be disconnected by 5PM today due to unpaid balance of $2,100.00. Pay now: tinyurl.com/PayNow-x1"
smishing,This is a legal notice from Federal Marshal's Office. Case CASE-343962 against you proceeds to court by tomorrow 9AM unless you respond. Reference: shorturl.at/SecureLink3
smishing,"I know your password and have access to your camera. Pay $1,000.00 by 5PM today or the recording gets shared publicly. Payment link: urlz.fr/SecureLink3"
smishing,"This is not a joke. We have private footage of you. $2,100.00 required immediately to prevent release to your friends and family: shorturl.at/CaseUpdt9"
smishing,"IRS NOTICE: Your case CASE-329258 shows unpaid taxes of $5,600.00. Failure to respond within 24 hours will result in a legal warrant for your arrest. Call (543) 491-8444 now."
smishing,USCIS NOTICE: Discrepancy found in your immigration file (case CASE-877572). Deportation proceedings begin by 5PM today unless you respond: urlz.fr/Verify-Now22
smishing,"Debt Recovery Notice: $92.50 owed, case CASE-988662. A summons will be filed with District Court within 2 hours unless resolved. Contact (957) 878-1895 now."
smishing,"NOTICE OF INTENT TO SUE: $2,100!00 past due, case CASE-325772! Respond by 5PM today or a judgment will be filed against you at District Court!"
smishing,local Police Dept: We have detained an individual using your SSN. Case CASE-133326 requires your statement within 24 hours. Failure to respond results in immediate arrest.
smishing,We have compromising video from your device camera. Pay $450.00 in crypto by tomorrow 9AM to bit.ly/ClaimHere7 or we send it to all your contacts.
smishing,"FINAL NOTICE from your electric company: Your service will be disconnected before end of business today due to unpaid balance of $1,247.50. Pay now: bit.ly/a8Xk2p"
smishing,This is US Marshals. Your visa status is under review due to case CASE-498382. Failure to verify within 3 hours results in immediate deportation order.
smishing,This is not a joke. We have private footage of you. $746.32 required by tomorrow 9AM to prevent release to your friends and family: shorturl.at/a8Xk2p
smishing,Your employment status is under review due to case CASE-131244. Termination proceedings begin within 2 hours unless you respond: bit.ly/SecureLink3
smishing,"YOUR DEVICE WAS HACKED AND WE RECORDED YOU. SEND $5,600.00 WITHIN 30 MINUTES OR THE FOOTAGE GOES TO EVERYONE ON YOUR CONTACT LIST. DETAILS: SHORTURL.AT/CASEUPDT9"
smishing,Your vehicle was involved in an incident under investigation (case CASE-872246). County Sheriff's Office requires you contact (964) 600-9941 before end of business today or face legal charges.
smishing,Federal Marshal's Office: We have detained an individual using your SSN. Case CASE-267414 requires your statement by tomorrow 9AM. Failure to respond results in immediate arrest.
smishing,Court order CASE-106814 authorizes seizure of your property within 30 minutes. Contact (360) 396-7491 to halt this action.
smishing,I KNOW YOUR PASSWORD AND HAVE ACCESS TO YOUR CAMERA. PAY $746.32 WITHIN 3 HOURS OR THE RECORDING GETS SHARED PUBLICLY. PAYMENT LINK: BIT.LY/CLAIMHERE7
smishing,Your account with your gas provider is past due ($450.00). Service termination within 3 hours. Prevent shutoff by calling (516) 395-1673.
smishing,"Joseph, your tax record (case CASE-191161) indicates a discrepancy of $450.00. This is your final notice before legal action is taken within 2 hours."
smishing,This is State Police. Your visa status is under review due to case CASE-733052. Failure to verify within 24 hours results in immediate deportation order.
smishing,This is a legal notice from Federal Marshal's Office. Case CASE-719176 against you proceeds to court within 3 hours unless you respond. Reference: urlz.fr/Verify-Now22
smishing,Court order CASE-543143 authorizes seizure of your property by tomorrow 9AM. Contact (475) 434-5306 to halt this action.
smishing,"Joseph, this is your last warning before County Court proceedings begin over unpaid debt of $2,100!00! Settle immediately to avoid wage garnishment: urlz!fr/a8Xk2p"
smishing,We have compromising video from your device camera. Pay $92.50 in crypto immediately to bit.ly/CaseUpdt9 or we send it to all your contacts.
smishing,Your loan is severely delinquent ($199.00). your bank legal dept will pursue court action within 24 hours. Reply to avoid credit seizure: tinyurl.com/a8Xk2p
smishing,"YOUR DEVICE WAS HACKED AND WE RECORDED YOU. SEND $8,320.75 BY TOMORROW 9AM OR THE FOOTAGE GOES TO EVERYONE ON YOUR CONTACT LIST. DETAILS: BIT.LY/A8XK2P"
smishing,State Police: We have detained an individual using your SSN! Case CASE-988662 requires your statement immediately! Failure to respond results in immediate arrest!
smishing,"URGENT: your water utility will cut off service to your address immediately. Outstanding balance $3,982.00 must be settled now: shorturl.at/CaseUpdt9"
smishing,Immigration Alert: Case CASE-343962 flagged for review! Contact (733) 525-4119 within 2 hours or face detainment!
smishing,Federal Marshal's Office: We have detained an individual using your SSN. Case CASE-900581 requires your statement within 24 hours. Failure to respond results in immediate arrest.
smishing,"NOTICE OF INTENT TO SUE: $3,982.00 past due, case CASE-356787. Respond immediately or a judgment will be filed against you at District Court."
smishing,HR NOTICE: DISCIPLINARY ACTION PENDING ON YOUR FILE (CASE CASE-145561) UNLESS YOU VERIFY EMPLOYMENT DETAILS WITHIN 3 HOURS: SHORTURL.AT/VERIFY-NOW22
smishing,"IRS ALERT: Suit has been filed against you in Superior Court for tax evasion, amount $746!32! Contact (639) 774-1430 within 30 minutes to prevent asset seizure!"
smishing,"Your loan is severely delinquent ($8,320.75). Chase legal dept will pursue court action within 30 minutes. Reply to avoid credit seizure: urlz.fr/Verify-Now22"
smishing,"John, your tax record (case CASE-329258) indicates a discrepancy of $1,000.00. This is your final notice before legal action is taken within 2 hours."
smishing,"Debt Recovery Notice: $199.00 owed, case CASE-207175. A summons will be filed with Municipal Court within 2 hours unless resolved. Contact (232) 640-2951 now."
smishing,"Robert, this is your last warning before District Court proceedings begin over unpaid debt of $12,450.00. Settle by tomorrow 9AM to avoid wage garnishment: bit.ly/CaseUpdt9"
smishing,"NOTICE OF INTENT TO SUE: $12,450.00 past due, case CASE-145561. Respond immediatly or a judgment will be filed against you at Municipal Court."
smishing,"I know your password and have access to your camera. Pay $8,320.75 by 5PM today or the recording gets shared publicly. Payment link: tinyurl.com/PayNow-x1"
smishing,"URGENT from Internal Revenue Service: An arrest warrant has been issued under case number CASE-452944 due to tax fraud of $8,320.75. Resolve before end of business today to avoid prosecution: shorturl.at/a8Xk2p"
smishing,"ALERT: State Police has an active warrant CASE-543143 for your arrest regarding unpaid fines of $12,450.00. Avoid arrest by calling (993) 352-6993 immediately."
smishing,"Your device was hacked and we recorded you. Send $1,000.00 by 5PM today or the footage goes to everyone on your contact list. Details: bit.ly/Verify-Now22"
smishing,Your SSN has been suspended due to suspicious tax activity linked to case CASE-308496. Verify identity within 3 hours or face legal consequences: urlz.fr/ClaimHere7
smishing,"NOTICE OF INTENT TO SUE: $199.00 past due, case CASE-246316. Respond within 2 hours or a judgment will be filed against you at District Court."
smishing,URGENT from IRS: An arrest warrant has been issued under case number CASE-865179 due to tax fraud of $450.00. Resolve within 24 hours to avoid prosecution: shorturl.at/SecureLink3
smishing,HR NOTICE: Disciplinary action pending on your file (case CASE-334053) unless you verify employment details immediately: tinyurl.com/Verify-Now22
smishing,This is Officer Michael #8428 from County Sheriff's Office. Your identity has been used in a crime linked to case CASE-207473. Call (549) 602-3248 within 24 hours or a warrant will be issued.
smishing,This is FBI Cyber Division. Your visa status is under review due to case CASE-539898. Failure to verify within 24 hours results in immediate deportation order.
smishing,"Your loan is severely delinquent ($8,320.75). your credit union legal dept will pursue court action before end of business today. Reply to avoid credit seizure: bit.ly/PayNow-x1"
smishing,"URGENT from Federal Tax Bureau: An arrest warrant has been issued under case number CASE-809570 due to tax fraud of $2,100.00. Resolve immediately to avoid prosecution: tinyurl.com/Verify-Now22"
smishing,"IRS ALERT: Suit has been filed against you in Municipal Court for tax evasion, amount $92.50. Contact (262) 690-7580 within 2 hours to prevent asset seizure."
smishing,"FINAL NOTICE: YOUR ACCOUNT WITH BANK OF AMERICA SHOWS AN OUTSTANDING BALANCE OF $1,000.00. LEGAL ACTION WILL BEGIN BY 5PM TODAY. CASE REF CASE-770487. CALL (376) 847-1818."
smishing,"FINAL NOTICE: Your account with your bank shows an outstanding balance of $1,000.00. Legal action will begin by 5PM today. Case ref CASE-542417. Call (314) 784-9196."
smishing,HR NOTICE: Disciplinary action pending on your file (case CASE-832052) unless you verify employment details by tomorrow 9AM: shorturl.at/a8Xk2p
smishing,THIS IS OFFICER DAVID #2169 FROM US MARSHALS. YOUR IDENTITY HAS BEEN USED IN A CRIME LINKED TO CASE CASE-770487. CALL (293) 348-8727 IMMEDIATLY OR A WARRANT WILL BE ISSUED.
smishing,Your assets are subject to seizure under case CASE-946335 unless resolved within 24 hours. Call (791) 672-8523 immediately.
smishing,"URGENT: your water utility will cut off service to your address before end of business today. Outstanding balance $2,100.00 must be settled now: urlz.fr/Verify-Now22"
smishing,"URGENT from Treasury Dept: An arrest warrant has been issued under case number CASE-781453 due to tax fraud of $1,247.50. Resolve within 3 hours to avoid prosecution: tinyurl.com/SecureLink3"
smishing,"IRS ALERT: Suit has been filed against you in Municipal Court for tax evasion, amount $450.00. Contact (530) 451-2419 before end of business today to prevent asset seizure."
smishing,Your employment status is under review due to case CASE-781453! Termination proceedings begin within 2 hours unless you respond: urlz!fr/CaseUpdt9
smishing,Your vehicle was involved in an incident under investigation (case CASE-731262). Federal Marshal's Office requires you contact (603) 902-3863 by tomorrow 9AM or face legal charges.
smishing,"Your account with the power company is past due ($1,000.00). Service termination by tomorrow 9AM. Prevent shutoff by calling (209) 362-6861."
smishing,Your SSN has been suspended due to suspicious tax activity linked to case CASE-877572. Verify identity within 3 hours or face legal consequences: urlz.fr/CaseUpdt9
smishing,WE HAVE COMPROMISING VIDEO FROM YOUR DEVICE CAMERA. PAY $746.32 IN CRYPTO WITHIN 24 HOURS TO SHORTURL.AT/VERIFY-NOW22 OR WE SEND IT TO ALL YOUR CONTACTS.
smishing,Your loan is severely delinquent ($199!00)! your bank legal dept will pursue court action within 3 hours! Reply to avoid credit seizure: bit!ly/CaseUpdt9
smishing,Your employment status is under review due to case CASE-460663! Termination proceedings begin by tomorrow 9AM unless you respond: tinyurl!com/ClaimHere7
smishing,"FINAL NOTICE from your electric company: Your service will be disconnected by tomorrow 9AM due to unpaid balance of $3,982.00. Pay now: urlz.fr/SecureLink3"
smishing,URGENT: the power company will cut off service to your address within 2 hours. Outstanding balance $92.50 must be settled now: urlz.fr/PayNow-x1
smishing,I know your password and have access to your camera. Pay $199.00 by tomorrow 9AM or the recording gets shared publicly. Payment link: shorturl.at/SecureLink3
smishing,This is Officer Susan #2139 from State Police. Your identity has been used in a crime linked to case CASE-145561. Call (699) 315-7738 by tomorrow 9AM or a warrant will be issued.
smishing,"Joseph, your tax record (case CASE-543143) indicates a discrepancy of $2,100.00. This is your final notice before legal action is taken within 24 hours."
smishing,URGENT: your gas provider will cut off service to your address by 5PM today. Outstanding balance $199.00 must be settled now: tinyurl.com/ClaimHere7
smishing,USCIS NOTICE: Discrepancy found in your immigration file (case CASE-629903). Deportation proceedings begin immediately unless you respond: urlz.fr/SecureLink3
smishing,Your SSN has been suspended due to suspicious tax activity linked to case CASE-331148. Verify identity by 5PM today or face legal consequences: bit.ly/PayNow-x1
smishing,Your assets are subject to seizure under case CASE-133326 unless resolved within 2 hours. Call (477) 704-3892 immediately.
smishing,"Your device was hacked and we recorded you! Send $3,982!00 within 30 minutes or the footage goes to everyone on your contact list! Details: shorturl!at/a8Xk2p"
smishing,Immigration Alert: Case CASE-850800 flagged for review. Contact (225) 534-6902 within 24 hours or face detainment.
smishing,"This is Federal Tax Bureau. You owe $3,982.00 in back taxes. Case CASE-944962 will be forwarded to law enforcement within 2 hours unless payment is confirmed. Reply YES or call (359) 361-1815."
smishing,URGENT: your electric company will cut off service to your address by 5PM today. Outstanding balance $199.00 must be settled now: urlz.fr/SecureLink3
smishing,the power company ALERT: Disconnection scheduled by 5PM today unless $199.00 is paid immediately. Avoid shutoff: shorturl.at/PayNow-x1
smishing,"David, this is your last warning before Municipal Court proceedings begin over unpaid debt of $1,000.00. Settle within 2 hours to avoid wage garnishment: shorturl.at/CaseUpdt9"
smishing,USCIS NOTICE: Discrepancy found in your immigration file (case CASE-865179). Deportation proceedings begin within 30 minutes unless you respond: shorturl.at/CaseUpdt9
smishing,"Your loan is severely delinquent ($8,320.75). your bank legal dept will pursue court action before end of business today. Reply to avoid credit seizure: tinyurl.com/SecureLink3"
smishing,"NOTICE OF INTENT TO SUE: $3,982.00 past due, case CASE-201414. Respond immediately or a judgment will be filed against you at Municipal Court."
smishing,"URGENT from Internal Revenue Service: An arrest warrant has been issued under case number CASE-539898 due to tax fraud of $2,100!00! Resolve within 30 minutes to avoid prosecution: tinyurl!com/PayNow-x1"
smishing,"David, this is your last warning before Superior Court proceedings begin over unpaid debt of $92.50. Settle within 3 hours to avoid wage garnishment: urlz.fr/PayNow-x1"
